timestamp,open,high,low,close,volume
2026-04-15 23:00:00,74953.67,75113.29,74315.28,74798.18,63.01089
2026-04-16 00:00:00,74795.09,83329.84,67314.29,74795.99,82.21744
2026-04-16 01:00:00,74796.0,78368.5,74470.53,74615.53,71.88183
2026-04-16 02:00:00,74615.53,75250.31,74327.96,74887.24,75.59735
2026-04-16 03:00:00,74887.24,75409.69,74407.83,74888.21,46.92995
2026-04-16 04:00:00,74888.22,75217.48,74728.0,74952.86,64.33933
2026-04-16 05:00:00,74944.16,75164.7,74900.01,75036.8,49.57159
2026-04-16 06:00:00,75036.8,75115.12,74598.38,74990.51,48.58015
2026-04-16 07:00:00,74990.51,75082.78,74592.36,74708.06,41.46163
2026-04-16 08:00:00,74708.06,74744.35,73363.45,74677.9,67.18663
2026-04-16 09:00:00,74677.92,75123.13,74596.36,74596.36,41.80634
2026-04-16 10:00:00,74594.02,74728.71,74277.34,74312.99,44.64245
2026-04-16 11:00:00,74313.0,74590.34,74017.26,74566.75,47.46293
2026-04-16 12:00:00,74574.8,74837.01,67914.29,74624.0,87.07564
2026-04-16 13:00:00,74624.01,75031.47,73387.42,73777.56,101.71329
2026-04-16 14:00:00,73777.56,74184.28,66914.29,73954.94,102.19677
2026-04-16 15:00:00,73954.94,74862.17,68114.29,74732.03,113.41671
2026-04-16 16:00:00,74732.03,75072.38,68114.29,74194.43,64.61828
2026-04-16 17:00:00,74194.43,74438.31,67514.29,74313.17,48.16495
2026-04-16 18:00:00,74313.17,75069.04,72377.77,75036.0,46.88933
2026-04-16 19:00:00,75036.01,75538.09,68114.29,75358.59,56.62989
2026-04-16 20:00:00,75358.58,75805.73,68114.29,75212.32,47.68525
2026-04-16 21:00:00,75212.33,75669.1,74320.45,74931.02,20.06457
2026-04-16 22:00:00,74931.02,75516.8,74833.14,74867.93,25.45553
2026-04-16 23:00:00,74867.92,75210.01,74840.92,75137.53,42.16835
2026-04-17 00:00:00,75137.54,75208.35,74886.83,74947.01,47.48556
2026-04-17 01:00:00,74947.01,75032.65,73758.11,74752.54,68.05736
2026-04-17 02:00:00,74752.53,74802.98,74556.82,74678.99,50.79677
2026-04-17 03:00:00,74679.0,74883.51,74222.32,74626.1,56.79938
2026-04-17 04:00:00,74624.78,75102.91,74589.88,74791.38,52.292
2026-04-17 05:00:00,74791.38,75054.25,74283.97,74641.52,53.41912
2026-04-17 06:00:00,74641.53,74937.61,74604.62,74900.85,20.46903
2026-04-17 07:00:00,74900.85,75089.51,74829.9,75045.44,25.40035
2026-04-17 08:00:00,75045.44,75872.52,74575.34,75745.05,52.53062
2026-04-17 09:00:00,75745.06,76355.28,75101.81,75780.0,44.29626
2026-04-17 10:00:00,75779.99,75856.01,75124.53,75285.89,44.53595
2026-04-17 11:00:00,75285.89,75953.47,75258.71,75595.13,33.44112
2026-04-17 12:00:00,75595.14,76260.95,75543.27,76243.07,54.74182
2026-04-17 13:00:00,76243.08,78192.13,75958.8,77305.94,123.10313
2026-04-17 14:00:00,77305.95,78454.42,77030.82,77878.73,90.2101
2026-04-17 15:00:00,77878.74,78081.27,77355.22,77774.11,58.24437
2026-04-17 16:00:00,77774.11,78284.28,77354.27,77857.14,52.7644
2026-04-17 17:00:00,77857.15,78043.71,77119.61,77524.33,45.68039
2026-04-17 18:00:00,77524.33,77703.87,67114.29,77167.38,64.87452
2026-04-17 19:00:00,77168.23,77504.2,77044.02,77472.0,60.59346
2026-04-17 20:00:00,77472.01,77881.76,77161.88,77345.53,27.86245
2026-04-17 21:00:00,77345.53,77872.26,70137.77,77459.81,67.74012
2026-04-17 22:00:00,77459.81,77510.0,77274.65,77274.65,23.65947
2026-04-17 23:00:00,77274.66,77639.29,68114.29,77072.01,32.36598
2026-04-18 00:00:00,77072.0,77636.98,76980.0,77157.43,48.5686
2026-04-18 01:00:00,77157.44,77329.99,76542.77,77218.06,41.97447
2026-04-18 02:00:00,77218.07,80336.91,76545.82,77284.47,44.63993
2026-04-18 03:00:00,77284.47,77296.95,76848.82,76999.92,27.62011
2026-04-18 04:00:00,76999.93,77158.78,76906.89,77126.88,51.67977
2026-04-18 05:00:00,77119.64,77251.79,77104.09,77134.66,24.61642
2026-04-18 06:00:00,77134.66,77213.37,76817.55,77107.64,47.41189
2026-04-18 07:00:00,77107.63,77134.54,76890.91,76997.8,26.4633
2026-04-18 08:00:00,76997.8,77048.0,76504.99,76738.62,40.65955
2026-04-18 09:00:00,76738.63,76738.63,67114.29,76599.9,47.31962
2026-04-18 10:00:00,76599.9,76599.9,75837.78,76170.89,43.56533
2026-04-18 11:00:00,76170.9,77617.05,75768.54,76039.05,55.765
2026-04-18 12:00:00,76039.06,76542.77,68114.29,76203.27,60.24659
2026-04-18 13:00:00,76203.28,76212.7,75825.26,76122.88,46.13961
2026-04-18 14:00:00,76122.88,77648.12,68114.29,76249.99,39.59126
2026-04-18 15:00:00,76250.0,76357.9,75928.07,76167.34,32.27823
2026-04-18 16:00:00,76167.34,76638.42,67891.12,75943.35,78.20329
2026-04-18 17:00:00,75943.35,76050.84,75789.99,75828.51,33.89333
2026-04-18 18:00:00,75828.51,84129.84,75450.0,75651.78,55.49474
2026-04-18 19:00:00,75651.78,75794.99,75576.29,75660.89,31.45241
2026-04-18 20:00:00,75660.9,76023.41,75607.07,75754.78,51.75305
2026-04-18 21:00:00,75754.78,75839.1,75560.82,75812.1,32.21243
2026-04-18 22:00:00,75821.35,89125.0,75610.34,75828.08,39.92246
2026-04-18 23:00:00,75813.53,75876.4,75698.7,75702.45,10.38978
2026-04-19 00:00:00,75702.46,75906.38,75274.48,75659.36,52.59434
2026-04-19 01:00:00,75659.37,75804.03,68114.29,75621.95,40.13046
2026-04-19 02:00:00,75621.96,75688.71,75425.99,75509.46,19.65834
2026-04-19 03:00:00,75509.46,75750.0,68400.0,75517.65,33.8844
2026-04-19 04:00:00,75517.66,75759.67,75440.0,75664.62,28.13478
2026-04-19 05:00:00,75664.63,76041.74,67914.29,75545.59,189.35546
2026-04-19 06:00:00,75545.6,75545.72,66624.0,75382.87,228.95449
2026-04-19 07:00:00,75382.87,75550.0,74912.2,75258.0,104.50071
2026-04-19 08:00:00,75258.01,75299.99,74900.0,75226.93,24.21616
2026-04-19 09:00:00,75226.93,75265.0,71804.81,75015.0,23.38089
2026-04-19 10:00:00,75015.0,75238.35,74933.87,75222.45,19.66684
2026-04-19 11:00:00,75222.46,75622.57,75216.97,75614.16,30.70893
2026-04-19 12:00:00,75614.16,75691.1,75427.34,75571.6,27.18423
2026-04-19 13:00:00,75571.61,76228.0,75571.6,75917.52,42.65033
2026-04-19 14:00:00,75917.52,76132.88,75675.11,76024.02,41.03301
2026-04-19 15:00:00,76024.02,76137.28,75231.22,75843.29,49.79858
2026-04-19 16:00:00,75841.33,75846.63,75330.15,75382.44,31.48574
2026-04-19 17:00:00,75382.44,75863.3,68114.29,74791.26,42.29207
2026-04-19 18:00:00,74791.26,74888.47,70862.06,74770.1,39.74752
2026-04-19 19:00:00,74770.11,75250.0,67914.29,74978.67,27.18916
2026-04-19 20:00:00,74969.19,75117.01,74472.91,74630.0,48.11162
2026-04-19 21:00:00,74630.01,74810.0,74457.25,74457.26,54.68767
2026-04-19 22:00:00,74457.26,76438.84,68114.29,74084.38,80.21943
2026-04-19 23:00:00,74084.38,74333.33,73482.86,73795.01,51.59629
2026-04-20 00:00:00,73795.0,74350.33,67714.29,74292.48,89.8169
2026-04-20 01:00:00,74292.48,76496.55,67914.29,74590.87,71.04961
2026-04-20 02:00:00,74590.2,74609.94,74226.27,74410.01,26.31765
2026-04-20 03:00:00,74410.01,74640.65,74360.0,74634.01,48.09821
2026-04-20 04:00:00,74634.01,74637.43,74435.19,74564.75,36.41358
2026-04-20 05:00:00,74567.64,74567.64,74114.7,74264.15,33.43197
2026-04-20 06:00:00,74264.16,75587.04,68114.29,74786.58,122.56413
2026-04-20 07:00:00,74786.59,75555.03,74673.97,74811.67,53.22299
2026-04-20 08:00:00,74811.68,75508.2,74619.42,74734.53,38.87078
2026-04-20 09:00:00,74734.53,77050.0,72842.31,75062.76,51.11237
2026-04-20 10:00:00,75062.77,75390.0,75011.12,75027.27,35.89832
2026-04-20 11:00:00,75027.27,87807.4,74963.91,75199.99,45.26961
2026-04-20 12:00:00,75200.0,75641.86,75078.61,75289.91,42.5685
2026-04-20 13:00:00,75289.91,75452.94,73739.73,75250.0,66.33118
2026-04-20 14:00:00,75250.0,75686.19,68114.29,75004.99,135.15078
2026-04-20 15:00:00,75004.98,79454.0,74708.9,75716.78,115.9392
2026-04-20 16:00:00,75716.78,75716.78,74316.11,75338.74,45.9485
2026-04-20 17:00:00,75338.75,75974.74,75293.85,75898.14,54.93539
2026-04-20 18:00:00,75898.14,78306.09,67914.29,76408.38,112.72429
2026-04-20 19:00:00,76408.39,76486.67,76161.99,76304.61,35.42816
2026-04-20 20:00:00,76304.61,76872.51,76120.81,76276.18,39.10614
2026-04-20 21:00:00,76276.18,76872.51,75738.77,75958.0,52.07464
2026-04-20 22:00:00,75957.99,76195.77,68114.29,75974.25,35.03851
2026-04-20 23:00:00,75974.25,76239.98,75630.99,75840.97,29.8177
2026-04-21 00:00:00,75840.98,76436.46,75709.84,76092.46,44.8345
2026-04-21 01:00:00,76092.46,76258.83,66914.29,75927.58,45.03886
2026-04-21 02:00:00,75927.59,75927.59,68114.29,75581.34,21.09522
2026-04-21 03:00:00,75581.34,75721.11,68114.29,75719.79,33.28602
2026-04-21 04:00:00,75710.3,75822.0,67914.29,75813.8,29.98312
2026-04-21 05:00:00,75813.81,75975.67,75787.61,75808.17,21.48022
2026-04-21 06:00:00,75802.01,76162.32,75704.0,75976.64,32.22389
2026-04-21 07:00:00,75976.65,76316.87,75844.4,76086.92,51.76833
2026-04-21 08:00:00,76086.92,76824.9,76084.33,76508.51,60.36732
2026-04-21 09:00:00,76507.21,76539.32,70000.0,76356.05,45.54734
2026-04-21 10:00:00,76356.05,76936.12,68114.29,76750.68,52.3336
2026-04-21 11:00:00,76750.68,76860.37,67914.29,76462.54,53.33402
2026-04-21 12:00:00,76462.55,76851.61,75750.17,76008.5,53.99408
2026-04-21 13:00:00,76008.5,76193.65,75461.64,75850.33,68.31714
2026-04-21 14:00:00,75850.33,76701.12,75655.46,75683.82,101.55718
2026-04-21 15:00:00,75683.82,75970.27,75536.17,75825.91,72.24959
2026-04-21 16:00:00,75825.91,76172.96,75686.83,75798.83,72.421
2026-04-21 17:00:00,75798.84,75898.76,75098.94,75552.86,77.42747
2026-04-21 18:00:00,75552.87,75642.22,75322.7,75609.91,56.14745
2026-04-21 19:00:00,75609.91,75881.21,74834.57,75010.64,68.34396
2026-04-21 20:00:00,75010.65,87496.99,74851.44,75722.42,100.47222
2026-04-21 21:00:00,75722.41,85726.8,74823.92,75550.0,36.17961
2026-04-21 22:00:00,75550.0,75764.92,75302.31,75641.5,39.15151
2026-04-21 23:00:00,75641.5,76400.0,69782.3,76324.16,92.19702
2026-04-22 00:00:00,76324.16,76498.79,68114.29,76285.18,69.92045
2026-04-22 01:00:00,76285.18,76414.95,68114.29,76292.72,50.44902
2026-04-22 02:00:00,76292.72,77620.01,76223.9,77618.17,65.49231
2026-04-22 03:00:00,77618.17,77724.85,77392.41,77528.39,47.16283
2026-04-22 04:00:00,77528.4,77696.06,77393.55,77474.36,24.97986
2026-04-22 05:00:00,77474.37,78450.0,77450.01,78006.18,55.0399
2026-04-22 06:00:00,78006.19,78040.33,77901.98,78000.0,22.96054
2026-04-22 07:00:00,78000.0,78110.0,77825.0,78030.7,25.89714
2026-04-22 08:00:00,78030.69,78491.84,77944.2,78063.17,26.83206
2026-04-22 09:00:00,78063.17,78180.09,77965.64,78024.48,35.89299
2026-04-22 10:00:00,78024.49,78171.59,77954.47,78157.41,29.11812
2026-04-22 11:00:00,78157.41,78338.05,78109.0,78291.28,48.39546
2026-04-22 12:00:00,78291.28,78605.79,77927.71,78255.29,63.35097
2026-04-22 13:00:00,78255.29,79074.93,72560.25,78837.77,92.78527
2026-04-22 14:00:00,78837.78,79129.56,78368.0,79054.01,87.68133
2026-04-22 15:00:00,79054.01,79438.47,78862.07,79272.91,87.54345
2026-04-22 16:00:00,79272.91,79461.45,78656.17,78746.24,54.80422
2026-04-22 17:00:00,78746.24,79034.73,78478.43,78900.0,50.83167
2026-04-22 18:00:00,78900.01,79148.01,78836.68,79022.12,61.71641
2026-04-22 19:00:00,79022.13,79067.6,68114.29,78860.09,77.23576
2026-04-22 20:00:00,78860.1,79096.68,78422.82,78427.08,30.34652
2026-04-22 21:00:00,78427.08,79652.38,68114.29,78762.68,44.75582
2026-04-22 22:00:00,78762.69,78824.0,75168.98,78626.03,42.30554
2026-04-22 23:00:00,78626.04,78626.04,78157.13,78178.21,26.09732
2026-04-23 00:00:00,78178.22,78537.76,68114.29,78400.01,60.10584
2026-04-23 01:00:00,78400.01,78515.74,68114.29,78357.64,63.25485
2026-04-23 02:00:00,78357.65,78357.65,77766.0,77939.91,42.3488
2026-04-23 03:00:00,77939.92,78018.26,77506.68,77720.08,39.62983
2026-04-23 04:00:00,77720.09,78296.31,77676.03,77934.0,36.97623
2026-04-23 05:00:00,77934.01,78088.64,77683.69,78002.17,45.62924
2026-04-23 06:00:00,78002.17,78339.35,78002.16,78213.27,51.89431
2026-04-23 07:00:00,78211.43,78248.39,77986.72,78035.02,39.60066
2026-04-23 08:00:00,78035.02,78170.02,77714.86,77867.35,29.96952
2026-04-23 09:00:00,77858.35,77858.35,68114.29,77655.34,35.44778
2026-04-23 10:00:00,77655.34,77706.01,77192.0,77403.63,42.18123
2026-04-23 11:00:00,77403.63,77743.31,77384.44,77740.65,32.13147
2026-04-23 12:00:00,77740.66,77868.6,77607.76,77861.87,33.20305
2026-04-23 13:00:00,77861.87,77904.37,77403.35,77524.22,43.49145
2026-04-23 14:00:00,77537.0,78199.99,77403.87,78180.78,56.42607
2026-04-23 15:00:00,78180.78,84768.84,67314.29,78376.76,339.02634
2026-04-23 16:00:00,78376.76,80315.79,68114.29,78104.0,328.31165
2026-04-23 17:00:00,78103.99,79894.74,71894.74,77771.13,198.51818
2026-04-23 18:00:00,77771.12,78387.61,77266.65,77717.36,155.89572
2026-04-23 19:00:00,77717.37,78631.85,68114.29,77726.01,122.52915
2026-04-23 20:00:00,77726.01,78050.0,77500.8,77897.25,58.67336
2026-04-23 21:00:00,77897.26,78070.0,77800.0,77900.01,21.15299
2026-04-23 22:00:00,77900.02,78324.0,77900.01,78235.29,40.84459
2026-04-23 23:00:00,78235.3,78298.0,78030.01,78247.28,18.70873
2026-04-24 00:00:00,78255.79,78871.12,68114.29,78417.22,42.59277
2026-04-24 01:00:00,78417.23,78854.16,77828.31,78435.85,33.52642
2026-04-24 02:00:00,78435.86,78804.03,78087.85,78129.53,35.89249
2026-04-24 03:00:00,78129.53,78178.4,77345.21,77734.56,36.92929
2026-04-24 04:00:00,77737.85,77854.57,77516.11,77678.79,34.49117
2026-04-24 05:00:00,77678.8,78049.83,77457.0,77953.47,26.8559
2026-04-24 06:00:00,77953.47,77969.23,77914.32,77948.06,1.40006
2026-04-24 07:00:00,77789.75,77855.66,77652.38,77728.2,5.18349
2026-04-24 08:00:00,77644.6,78056.57,77561.0,77834.56,28.96899
2026-04-24 09:00:00,77785.71,77804.23,77334.06,77500.01,17.15593
